TextFK	w1	w2	ct	sentence_number	vidn	comm
1	231	232	xcomp:sp-ROOT-NOUN	17	1.0	
1	232	233	punct-ROOT-PUNCT	17	1.0	
1	233	234	dep-punct-SPACE	17	1.0	
1	234	234	ROOT-ROOT-NOUN	18	0.0	Балада
1	235	236	case-nmod-ADP	18	1.0	
1	236	237	nmod-ROOT-PROPN	18	1.0	
1	237	238	cc-conj-CCONJ	18	1.0	
1	238	239	compound-conj-PROPN	18	1.0	
1	239	240	punct-compound-PUNCT	18	1.0	
1	240	241	conj-nmod-PROPN	18	1.0	
1	241	242	punct-ROOT-PUNCT	18	1.0	
1	242	243	nsubj-ROOT-NOUN	19	1.0	
1	243	244	case-nmod-ADP	19	1.0	
1	244	245	nmod-nsubj-NOUN	19	1.0	
1	245	245	ROOT-ROOT-VERB	19	0.0	свiтиться
1	246	247	nsubj-ROOT-VERB	19	1.0	
1	247	248	punct-parataxis-PUNCT	19	1.0	
1	248	249	parataxis-ROOT-ADJ	19	1.0	
1	249	250	cop-parataxis-AUX	19	1.0	
1	250	251	case-obl-ADP	19	1.0	
1	251	252	amod-obl-ADJ	19	1.0	
1	252	253	obl-parataxis-NOUN	19	1.0	
1	253	254	punct-ROOT-PUNCT	19	1.0	
1	254	254	ROOT-ROOT-VERB	20	0.0	Стоять
1	255	256	nsubj-ROOT-NOUN	20	1.0	
1	256	257	compound-nmod-ADJ	20	1.0	
1	257	258	punct-compound-PUNCT	20	1.0	
1	258	259	nmod-nsubj-NOUN	20	1.0	
1	259	260	punct-parataxis-PUNCT	20	1.0	
1	260	261	parataxis-ROOT-NOUN	20	1.0	
1	261	262	nmod-parataxis-NOUN	20	1.0	
1	262	263	punct-conj-PUNCT	20	1.0	
1	263	264	conj-parataxis-NOUN	20	1.0	
1	264	265	punct-ROOT-PUNCT	20	1.0	
1	265	266	nsubj-ROOT-NOUN	21	1.0	
1	266	267	det-nmod-DET	21	1.0	
1	267	268	nmod-nsubj-NOUN	21	1.0	
1	268	269	case-nmod-ADP	21	1.0	
1	269	270	nmod-nmod-NOUN	21	1.0	
1	270	271	nmod-nmod-NOUN	21	1.0	
1	271	272	punct-ROOT-PUNCT	21	1.0	
1	272	273	case-obl-ADP	21	1.0	
1	273	274	obl-ROOT-NOUN	21	1.0	
1	274	275	nsubj-ROOT-NOUN	21	1.0	
1	275	275	ROOT-ROOT-VERB	21	0.0	зеленоросої
1	276	277	punct-parataxis-PUNCT	21	1.0	
1	277	278	nsubj-parataxis-NOUN	21	1.0	
1	278	279	parataxis-ROOT-VERB	21	1.0	
1	279	280	case-obl-ADP	21	1.0	
1	280	281	amod-obl-ADJ	21	1.0	
1	281	282	obl-parataxis-NOUN	21	1.0	
1	282	283	case-nmod-ADP	21	1.0	
1	283	284	punct-nmod-PUNCT	21	1.0	
1	284	285	nmod-obl-NOUN	21	1.0	
1	285	286	det-nmod-DET	21	1.0	
1	286	287	nmod-obl-NOUN	21	1.0	
1	287	288	case-nmod-ADP	21	1.0	
1	288	289	amod-nmod-ADJ	21	1.0	
1	289	290	nmod-nmod-NOUN	21	1.0	
1	290	291	punct-ROOT-PUNCT	21	1.0	
1	291	292	case-obl-ADP	22	1.0	
1	292	293	obl-ROOT-NOUN	22	1.0	
1	293	293	ROOT-ROOT-VERB	22	0.0	чекає
1	294	295	amod-nsubj-ADJ	22	1.0	
1	295	296	nsubj-ROOT-NOUN	22	1.0	
1	296	297	nmod-nsubj-NOUN	22	1.0	
1	297	298	det-nmod-DET	22	1.0	
1	298	299	nmod-nmod-ADJ	22	1.0	
1	299	300	punct-conj-PUNCT	22	1.0	
1	300	301	conj-nmod-ADJ	22	1.0	
1	301	302	punct-conj-PUNCT	22	1.0	
1	302	303	conj-nmod-ADJ	22	1.0	
1	303	304	punct-ROOT-PUNCT	22	1.0	
1	304	305	amod-ROOT-CCONJ	23	1.0	
1	305	305	ROOT-ROOT-NOUN	23	0.0	млiє
1	306	307	nmod-ROOT-NOUN	23	1.0	
1	307	308	case-nmod-ADP	23	1.0	
1	308	309	amod-nmod-ADJ	23	1.0	
1	309	310	nmod-nmod-NOUN	23	1.0	
1	310	311	punct-amod-PUNCT	23	1.0	
1	311	312	amod-ROOT-ADJ	23	1.0	
1	312	313	obl-amod-NOUN	23	1.0	
1	313	314	case-nmod-ADP	23	1.0	
1	314	315	nmod-obl-NOUN	23	1.0	
1	315	316	nmod-nmod-ADJ	23	1.0	
1	316	317	punct-ROOT-PUNCT	23	1.0	
1	317	318	amod-ROOT-ADV	24	1.0	
1	318	319	obl-amod-NOUN	24	1.0	
1	319	320	amod-ROOT-ADJ	24	1.0	
1	320	320	ROOT-ROOT-NOUN	24	0.0	лиця
1	321	322	punct-appos-PUNCT	24	1.0	
1	322	323	appos-ROOT-NOUN	24	1.0	
1	323	324	cc-conj-CCONJ	24	1.0	
1	324	325	conj-appos-PROPN	24	1.0	
1	325	326	punct-conj-PUNCT	24	1.0	
1	326	327	conj-appos-PROPN	24	1.0	
1	327	328	cc-conj-CCONJ	24	1.0	
1	328	329	conj-appos-PROPN	24	1.0	
1	329	330	flat:name-conj-PROPN	24	1.0	
1	330	331	case-nmod-ADP	24	1.0	
1	331	332	nmod-ROOT-NOUN	24	1.0	
1	332	333	punct-conj-PUNCT	24	1.0	
1	333	334	compound-conj-PROPN	24	1.0	
1	334	335	punct-compound-PUNCT	24	1.0	
1	335	336	conj-ROOT-PROPN	24	1.0	
1	336	337	case-nmod-ADP	24	1.0	
1	337	338	nmod-conj-PROPN	24	1.0	
1	338	339	punct-conj-PUNCT	24	1.0	
1	339	340	conj-ROOT-PROPN	24	1.0	
1	340	341	case-orphan-ADP	24	1.0	
1	341	342	amod-orphan-ADJ	24	1.0	
1	342	343	orphan-conj-NOUN	24	1.0	
1	343	344	punct-ROOT-PUNCT	24	1.0	
1	344	344	ROOT-ROOT-PUNCT	25	0.0	.
1	345	346	nsubj-ROOT-ADV	26	1.0	
1	346	347	nmod-nsubj-ADV	26	1.0	
1	347	347	ROOT-ROOT-VERB	26	0.0	загачують
1	348	349	obj-ROOT-NOUN	26	1.0	
1	349	350	punct-advcl-PUNCT	26	1.0	
1	350	351	mark-advcl-SCONJ	26	1.0	
1	351	352	nsubj-advcl-NOUN	26	1.0	
1	352	353	amod-advcl-ADJ	26	1.0	
1	353	354	advcl-ROOT-VERB	26	1.0	
1	354	355	aux-advcl-AUX	26	1.0	
1	355	356	case-obl-ADP	26	1.0	
1	356	357	obl-advcl-NOUN	26	1.0	
1	357	358	punct-ROOT-PUNCT	26	1.0	
1	358	359	punct-ROOT-PUNCT	26	1.0	
1	359	359	ROOT-ROOT-PUNCT	27	0.0	.
1	360	360	ROOT-ROOT-NOUN	28	0.0	Мамо
1	361	362	punct-ROOT-NOUN	28	1.0	
1	362	363	nsubj-ROOT-PRON	29	1.0	
1	363	363	ROOT-ROOT-VERB	29	0.0	вашi
1	364	365	obj-ROOT-NOUN	29	1.0	
1	365	366	advmod-ROOT-VERB	29	1.0	
1	366	367	punct-conj-PUNCT	29	1.0	
1	367	368	cc-conj-CCONJ	29	1.0	
1	368	369	conj-ROOT-NOUN	29	1.0	
1	369	370	case-nmod-ADP	29	1.0	
1	370	371	nmod-conj-NOUN	29	1.0	
1	371	372	det-conj-DET	29	1.0	
1	372	373	punct-orphan-PUNCT	29	1.0	
1	373	374	orphan-conj-NOUN	29	1.0	
1	374	375	punct-ROOT-PUNCT	29	1.0	
1	375	375	ROOT-ROOT-PUNCT	30	0.0	.
1	376	376	ROOT-ROOT-SYM	31	0.0	.
1	377	377	ROOT-ROOT-PUNCT	32	0.0	.
1	378	379	dep-ROOT-SPACE	32	1.0	
1	379	379	ROOT-ROOT-NOUN	33	0.0	Балада
1	380	381	case-nmod-ADP	33	1.0	
1	381	382	amod-nmod-ADJ	33	1.0	
1	382	383	nmod-ROOT-NOUN	33	1.0	
1	383	384	punct-ROOT-PUNCT	33	1.0	
1	384	385	nsubj-ROOT-NOUN	34	1.0	
1	385	385	ROOT-ROOT-VERB	34	0.0	розписала
1	386	387	obj-ROOT-NOUN	34	1.0	
1	387	388	case-obl-ADP	34	1.0	
1	388	389	amod-obl-ADJ	34	1.0	
1	389	390	amod-obl-ADJ	34	1.0	
1	390	391	obl-ROOT-NOUN	34	1.0	
1	391	392	punct-ROOT-PUNCT	34	1.0	
1	392	392	ROOT-ROOT-VERB	35	0.0	Захлинулася
1	393	394	nsubj-ROOT-NOUN	35	1.0	
1	394	395	punct-ROOT-PUNCT	35	1.0	
1	395	396	nsubj-ROOT-PROPN	36	1.0	
1	396	397	case-nmod-ADP	36	1.0	
1	397	398	nmod-nsubj-NOUN	36	1.0	
1	398	398	ROOT-ROOT-VERB	36	0.0	принишк
1	399	400	punct-ROOT-PUNCT	36	1.0	
1	400	400	ROOT-ROOT-VERB	37	0.0	Замурзався
1	401	402	nsubj-ROOT-PRON	37	1.0	
1	402	403	case-obl-ADP	37	1.0	
1	403	404	obl-ROOT-NOUN	37	1.0	
1	404	405	punct-conj-PUNCT	37	1.0	
1	405	406	cc-conj-CCONJ	37	1.0	
1	406	407	nsubj-conj-NOUN	37	1.0	
1	407	408	conj-ROOT-VERB	37	1.0	
1	408	409	advmod-obj-ADV	37	1.0	
1	409	410	obj-conj-ADJ	37	1.0	
1	410	411	obl-obj-NOUN	37	1.0	
1	411	412	discourse-amod-ADV	37	1.0	
1	412	413	amod-obj-ADJ	37	1.0	
1	413	414	amod-obj-ADJ	37	1.0	
1	414	415	obj-conj-NOUN	37	1.0	
1	415	416	punct-ROOT-PUNCT	37	1.0	
1	416	417	nsubj-ROOT-PROPN	38	1.0	
1	417	418	case-obl-ADP	38	1.0	
1	418	419	obl-ROOT-NOUN	38	1.0	
1	419	419	ROOT-ROOT-VERB	38	0.0	поставила
1	420	421	punct-ROOT-PUNCT	38	1.0	
1	421	421	ROOT-ROOT-VERB	39	0.0	Дiстала
1	422	423	case-obl-ADP	39	1.0	
1	423	424	obl-ROOT-NOUN	39	1.0	
1	424	425	obj-ROOT-ADV	39	1.0	
1	425	426	punct-ROOT-PUNCT	39	1.0	
1	426	427	cc-ROOT-CCONJ	40	1.0	
1	427	428	nsubj-ROOT-NOUN	40	1.0	
1	428	429	case-obl-ADP	40	1.0	
1	429	430	amod-obl-ADJ	40	1.0	
1	430	431	obl-ROOT-NOUN	40	1.0	
1	431	432	case-nmod-ADP	40	1.0	
1	432	433	nmod-obl-NOUN	40	1.0	
1	433	434	case-obl-ADP	40	1.0	
1	434	435	obl-ROOT-NOUN	40	1.0	
1	435	435	ROOT-ROOT-VERB	40	0.0	грав
1	436	437	punct-ROOT-PUNCT	40	1.0	
1	437	438	advmod-amod-ADV	41	1.0	
1	438	439	amod-ROOT-ADJ	41	1.0	
1	439	440	advmod-amod-ADV	41	1.0	
1	440	441	case-obl-ADP	41	1.0	
1	441	442	obl-amod-NOUN	41	1.0	
1	442	443	nmod-obl-NOUN	41	1.0	
1	443	443	ROOT-ROOT-VERB	41	0.0	мостилось
1	444	445	punct-ROOT-PUNCT	41	1.0	
1	445	445	ROOT-ROOT-ADJ	42	0.0	Смачною
1	446	447	cop-ROOT-AUX	42	1.0	
1	447	448	case-obl-ADP	42	1.0	
1	448	449	obl-ROOT-NOUN	42	1.0	
1	449	450	amod-nsubj-ADJ	42	1.0	
1	450	451	amod-nsubj-ADJ	42	1.0	
1	451	452	nsubj-ROOT-X	42	1.0	
1	452	453	punct-ROOT-PUNCT	42	1.0	
1	453	453	ROOT-ROOT-VERB	43	0.0	Вiдгонили
1	454	455	obl-ROOT-NOUN	43	1.0	
1	455	456	obj-ROOT-NOUN	43	1.0	
1	456	457	punct-ROOT-PUNCT	43	1.0	
1	457	458	case-obl-ADP	44	1.0	
1	458	459	obl-ROOT-NOUN	44	1.0	
1	459	459	ROOT-ROOT-VERB	44	0.0	топилися
1	460	461	nsubj-ROOT-NOUN	44	1.0	
1	461	462	punct-ROOT-PUNCT	44	1.0	
1	462	463	nsubj-ROOT-NOUN	45	1.0	
1	463	463	ROOT-ROOT-VERB	45	0.0	колихався
1	464	465	advmod-ROOT-ADV	45	1.0	
1	465	466	case-obl-ADP	45	1.0	
1	466	467	obl-ROOT-NOUN	45	1.0	
1	467	468	nmod-obl-NOUN	45	1.0	
1	468	469	punct-ROOT-PUNCT	45	1.0	
1	469	470	cc-ROOT-CCONJ	46	1.0	
1	470	471	case-obl-ADP	46	1.0	
1	471	472	obl-ROOT-NOUN	46	1.0	
1	472	472	ROOT-ROOT-VERB	46	0.0	шворцi
1	473	474	obj-ROOT-NOUN	46	1.0	
1	474	475	case-nmod-ADP	46	1.0	
1	475	476	nmod-obj-NOUN	46	1.0	
1	476	477	punct-amod-PUNCT	46	1.0	
1	477	478	amod-nmod-ADJ	46	1.0	
1	478	479	amod-obl-ADJ	46	1.0	
1	479	480	obl-amod-NOUN	46	1.0	
1	480	481	punct-amod-PUNCT	46	1.0	
1	481	482	case-obl-ADP	46	1.0	
1	482	483	obl-parataxis-NOUN	46	1.0	
1	483	484	parataxis-ROOT-VERB	46	1.0	
1	484	485	nsubj-parataxis-NOUN	46	1.0	
1	485	486	punct-parataxis-PUNCT	46	1.0	
1	486	487	punct-ROOT-PUNCT	47	1.0	
1	487	487	ROOT-ROOT-NOUN	47	0.0	Повнi
1	488	489	nmod-ROOT-NOUN	47	1.0	
1	489	490	punct-conj-PUNCT	47	1.0	
1	490	491	conj-ROOT-NOUN	47	1.0	
1	491	492	advmod-ROOT-NOUN	47	1.0	
1	492	493	det-nsubj-DET	47	1.0	
1	493	494	amod-nsubj-ADJ	47	1.0	
1	494	495	nsubj-ROOT-NOUN	47	1.0	
1	495	496	punct-ROOT-PUNCT	47	1.0	
1	496	497	punct-ROOT-PUNCT	47	1.0	
1	497	498	nsubj-ROOT-PRON	48	1.0	
1	498	499	advmod-ROOT-ADV	48	1.0	
1	499	499	ROOT-ROOT-ADV	48	0.0	занадто
1	500	501	punct-parataxis-PUNCT	48	1.0	
1	501	502	nsubj-parataxis-PRON	48	1.0	
1	502	503	advmod-parataxis-ADV	48	1.0	
1	503	504	parataxis-ROOT-ADV	48	1.0	
1	504	505	punct-parataxis-PUNCT	48	1.0	
1	505	506	punct-parataxis-PUNCT	48	1.0	
1	506	507	obj-xcomp-ADV	48	1.0	
1	507	508	parataxis-ROOT-VERB	48	1.0	
1	508	509	xcomp-parataxis-VERB	48	1.0	
1	509	510	punct-conj-PUNCT	48	1.0	
1	510	511	cc-advcl-CCONJ	48	1.0	
1	511	512	advcl-conj-VERB	48	1.0	
1	512	513	case-obl-ADP	48	1.0	
1	513	514	obl-advcl-NOUN	48	1.0	
1	514	515	det-obj-DET	48	1.0	
1	515	516	obj-advcl-NOUN	48	1.0	
1	516	517	cc-conj-CCONJ	48	1.0	
1	517	518	conj-obj-NOUN	48	1.0	
1	518	519	nmod-conj-NOUN	48	1.0	
1	519	520	nsubj-conj-PRON	48	1.0	
1	520	521	conj-ROOT-VERB	48	1.0	
1	521	522	case-obl-ADP	48	1.0	
1	522	523	obl-conj-PRON	48	1.0	
1	523	524	punct-advcl-PUNCT	48	1.0	
1	524	525	advcl-conj-VERB	48	1.0	
1	525	526	obj-advcl-NOUN	48	1.0	
1	526	527	punct-ROOT-PUNCT	48	1.0	
1	527	528	punct-ROOT-PUNCT	48	1.0	
1	528	529	dep-punct-SPACE	48	1.0	
1	529	529	ROOT-ROOT-ADJ	49	0.0	Лебединий
1	530	531	obl-ROOT-NOUN	49	1.0	
1	531	532	punct-ROOT-PUNCT	49	1.0	
1	532	533	nsubj-ROOT-NOUN	50	1.0	
1	533	534	nmod-nsubj-PRON	50	1.0	
1	534	535	case-nmod-ADP	50	1.0	
1	535	536	nmod-nsubj-NOUN	50	1.0	
1	536	537	punct-nsubj-PUNCT	50	1.0	
1	537	538	nsubj-ROOT-VERB	50	1.0	
1	538	539	obj-nsubj-PRON	50	1.0	
